id,date,user,pc,activity
{K9P9-G8IJ81JI-1390IAEZ},01/03/2010 18:00:51,BVC0790,PC-0008,Connect
{K0D7-E0KS91OB-5744SORX},01/03/2010 18:00:53,BVC0790,PC-0008,Disconnect
{A2D8-L9BY88WI-2086XGWS},01/04/2010 00:20:11,MOS0047,PC-5909,Connect
{S7C3-Y8WA42QM-5200MXDS},01/04/2010 00:20:56,MOS0047,PC-5909,Disconnect
{Y9E1-Q1AM50CP-0449MFAA},01/04/2010 02:37:15,EIS0041,PC-5508,Connect
{Y2U8-J6DE90VX-7260ZZUX},01/04/2010 02:39:49,EIS0041,PC-5508,Disconnect
{V9J5-Q8OW26UP-6746RHSP},01/04/2010 02:50:34,MOS0047,PC-3459,Connect
{A9S9-E7MK24HL-6063GGCW},01/04/2010 02:51:04,MOS0047,PC-3459,Disconnect
{G7H0-C5XE83NL-1219FXSQ},01/04/2010 04:46:21,EIS0041,PC-9822,Connect
{N8V2-C0GX43EI-0394ZUDQ},01/04/2010 04:46:34,EIS0041,PC-9822,Disconnect
{B8E2-Q9SE63VI-7364ZCYV},01/04/2010 04:55:41,EIS0041,PC-9706,Connect
{S8H7-Z8EZ96HG-4051OEYD},01/04/2010 04:55:59,EIS0041,PC-9706,Disconnect
{O3L0-P0IK84NO-6896VYJN},01/04/2010 06:28:39,EIS0041,PC-6776,Connect
{M9A4-W6IA53NW-6350HPTK},01/04/2010 06:36:37,EIS0041,PC-6776,Disconnect
{H2A5-N2JS30XB-4369JMLK},01/04/2010 07:22:14,LBH0942,PC-3640,Connect
{F5V2-P5VC12JH-6465ZXRL},01/04/2010 07:31:56,LBH0942,PC-3640,Disconnect
{R7N7-H5IG91JX-5547LTZD},01/04/2010 07:42:34,DRR0162,PC-5168,Connect
{A6J1-N4JY93GO-5368IZJW},01/04/2010 08:00:18,DRR0162,PC-5168,Disconnect
{R0M9-J8KA57SR-3352ZEQJ},01/04/2010 08:07:02,HVF0067,PC-9939,Connect
{D9G8-R8AR12EU-5460MWAE},01/04/2010 08:11:14,LBH0942,PC-3640,Connect
{S8Z5-S2BS65XQ-3426SDYI},01/04/2010 08:15:35,MOS0047,PC-5820,Connect
{D7A7-U9HF90LX-4452PNPN},01/04/2010 08:18:08,HVF0067,PC-9939,Disconnect
{A6C0-P0LL55RD-5462JTHG},01/04/2010 08:18:11,LBH0942,PC-3640,Disconnect
{K3I7-H8XE02LU-4941OBXM},01/04/2010 08:24:53,NWT0098,PC-4667,Connect
{R4C5-B4DG54BQ-0609DWTK},01/04/2010 08:25:16,NWT0098,PC-4667,Disconnect
{M0V3-U0DJ84HP-8643VJGY},01/04/2010 08:26:22,THR0873,PC-4804,Connect
{K6H6-I8YY64NP-6485HHFC},01/04/2010 08:28:33,RSC0089,PC-9929,Connect
{T5M4-E3VW87UI-8844JKDX},01/04/2010 08:33:18,LDG0459,PC-5621,Connect
{U9U9-B3IT87FN-0445TKCZ},01/04/2010 08:43:35,THR0873,PC-4804,Disconnect
{V3L0-H1SG09NI-7629CAJA},01/04/2010 08:58:38,LDG0459,PC-5621,Disconnect
{Z5P7-I6GA46DI-8756IGQY},01/04/2010 09:00:24,MOS0047,PC-5820,Disconnect
{O5N9-C7GX02VT-4405NMZC},01/04/2010 09:06:32,RSC0089,PC-9929,Disconnect
{O3N3-S8TS07SW-1659YVFD},01/04/2010 09:07:30,IUB0565,PC-5775,Connect
{L2W4-Z4QJ28QF-5118PYYD},01/04/2010 09:08:42,BBG0325,PC-6609,Connect
{C2V6-Z2NO05ED-6968IXDZ},01/04/2010 09:09:17,WBC0192,PC-6349,Connect
{T7X1-D9FN28BM-2924GYDL},01/04/2010 09:10:32,BJP0134,PC-0898,Connect
{I7D1-Z8RV25ML-8573YKHT},01/04/2010 09:10:54,RSC0089,PC-9929,Connect
{Q7W3-Y6GZ13XE-3092EZVC},01/04/2010 09:11:35,BBG0325,PC-6609,Disconnect
{I4A1-R3RD77QP-5881HTTR},01/04/2010 09:13:42,BQS0525,PC-0269,Connect
{I2I4-P9JQ68EB-5497OBDX},01/04/2010 09:14:03,JMD0520,PC-1243,Connect
{B2P1-Z5VZ78UJ-7401XVKB},01/04/2010 09:15:54,JMD0520,PC-1243,Disconnect
{C6Z6-O0LV78FD-5465WFHX},01/04/2010 09:17:05,RSC0089,PC-9929,Disconnect
{F9A5-M8OQ55LA-6604OIZD},01/04/2010 09:19:23,IUB0565,PC-5775,Disconnect
{A7W1-N5QQ99OR-1964ISWL},01/04/2010 09:25:15,BJP0134,PC-0898,Disconnect
{L6F7-V5DW22IG-9260NMSS},01/04/2010 09:27:01,JNJ0556,PC-0576,Connect
{H3R5-X2KB61OV-7821MMNT},01/04/2010 09:27:41,BQS0525,PC-0269,Disconnect
{F9L2-V1WE80CP-9522FZTN},01/04/2010 09:27:54,OCS0865,PC-8309,Connect
{T7X5-U9ZT60ED-5937APAD},01/04/2010 09:32:29,OCS0865,PC-8309,Disconnect
{I5Y0-B8AC37CO-6533LBUG},01/04/2010 09:33:40,JNJ0556,PC-0576,Disconnect
{X7W4-K4YR89YD-2516EFVF},01/04/2010 09:50:20,LBH0942,PC-3640,Connect
{P3K5-Z4LW18UL-0836WEZM},01/04/2010 09:50:31,CWR0502,PC-3737,Connect
{Z4W4-J9EU39CI-6207WFRH},01/04/2010 09:50:50,BJP0134,PC-0898,Connect
{Q3K3-L1UI33BC-6443BZJM},01/04/2010 09:51:21,BQS0525,PC-0269,Connect
{T8G5-Z4XG35CB-4256TKPC},01/04/2010 09:54:13,LBH0942,PC-3640,Disconnect
{W5G5-P8NK46RR-1012YCBS},01/04/2010 09:55:30,BJP0134,PC-0898,Disconnect
{X3E1-Y9CK79WS-3983HBHJ},01/04/2010 09:55:57,BQS0525,PC-0269,Disconnect
{N6Y0-T0QN14OE-8025AQCA},01/04/2010 09:56:24,BJP0134,PC-0898,Connect
{Z0F4-O3FF26TN-8556FJGM},01/04/2010 10:06:17,BQS0525,PC-0269,Connect
{Y6W6-L3PZ00JI-2003URPA},01/04/2010 10:08:08,LBH0942,PC-3640,Connect
{D8P8-B5OB38SK-6574HQAR},01/04/2010 10:08:31,JNJ0556,PC-0576,Connect
{G0M4-X8QS54JR-9413ZHMR},01/04/2010 10:24:04,WBC0192,PC-6349,Disconnect
{H7C1-D3SY52GA-8788WNYT},01/04/2010 10:25:44,BJP0134,PC-0898,Disconnect
{N3C0-M4TT07OX-3660DAUR},01/04/2010 10:25:50,JNJ0556,PC-0576,Disconnect
{K4F2-L8ZG18HV-2357AOVL},01/04/2010 10:26:12,LBH0942,PC-3640,Disconnect
{Q6Z6-O1JT61QK-6420VXVJ},01/04/2010 10:32:21,BQS0525,PC-0269,Disconnect
{M1E9-E8BJ58VS-9009GYOJ},01/04/2010 10:33:35,CWR0502,PC-3737,Disconnect
{D7T3-O4IB04BH-7740LAWR},01/04/2010 10:43:56,BQS0525,PC-0269,Connect
{H6N4-E0KY14KE-1877FWYA},01/04/2010 10:46:06,BQS0525,PC-0269,Disconnect
{H6U2-P0US62BD-6178ETRH},01/04/2010 10:54:37,THR0873,PC-4804,Connect
{Q1B6-Z3QY59RS-0704IOJS},01/04/2010 11:03:23,BJP0134,PC-0898,Connect
{F2D2-T4PH57MX-6092CDRZ},01/04/2010 11:08:33,HCL0651,PC-8314,Connect
{M7N3-J7SI78CX-7432LNIM},01/04/2010 11:08:46,JNJ0556,PC-0576,Connect
{H7W4-W4ZK17FL-3327UHOQ},01/04/2010 11:10:30,CWR0502,PC-3737,Connect
{U6L7-D5KF81RE-5416MWIG},01/04/2010 11:17:42,LBH0942,PC-3640,Connect
{Y8P8-I9CA40US-0580SAJC},01/04/2010 11:20:58,QRM0739,PC-7343,Connect
{J1J8-O3FI70UF-7669SRGV},01/04/2010 11:23:10,QRM0739,PC-7343,Disconnect
{G4Y7-E5MI24GA-4782YZUQ},01/04/2010 11:26:14,THR0873,PC-4804,Disconnect
{V3A2-R9XM82QV-6743YVHP},01/04/2010 11:27:43,BJP0134,PC-0898,Disconnect
{Z2K0-A4FA34GA-3895XDNT},01/04/2010 11:28:16,FSC0601,PC-9066,Connect
{R7P6-J1XE97DD-9929DGFU},01/04/2010 11:36:55,LBH0942,PC-3640,Disconnect
{O6P8-D7GN06QT-2285ZCVC},01/04/2010 11:37:04,PSF0133,PC-4925,Connect
{G8N5-X6MP87HU-9081RHPX},01/04/2010 11:41:19,RRC0553,PC-6672,Connect
{I7S2-L1MY44MQ-9608CMDL},01/04/2010 11:44:08,FSC0601,PC-9066,Disconnect
{T7R9-F0YO75DK-7471DSXR},01/04/2010 11:49:00,CWR0502,PC-3737,Disconnect
{G8B1-N6LQ95GH-3045VEVU},01/04/2010 11:49:36,QRM0739,PC-7343,Connect
{V1U8-E0JN61RI-8376XAYW},01/04/2010 11:49:50,QRM0739,PC-7343,Disconnect
{S5V2-Z1OJ06UL-4513VZRP},01/04/2010 11:50:42,JNJ0556,PC-0576,Disconnect
{I3C3-T7QS32UI-4179MNTG},01/04/2010 11:52:23,PNL0301,PC-5611,Connect
{T8U0-Q0JK96CU-9541RQTV},01/04/2010 11:55:22,LDG0459,PC-5621,Connect
{H5H9-X4IL71SG-8666RSNJ},01/04/2010 11:57:27,RSC0089,PC-9929,Connect
{W0T1-W4HG31TF-1552FKGO},01/04/2010 11:57:55,RRC0553,PC-6672,Disconnect
{U1X7-F0GQ34YQ-3774TVKP},01/04/2010 12:00:36,HCL0651,PC-8314,Disconnect
{V0P9-W3RF92DG-3011PTKY},01/04/2010 12:04:27,RSC0089,PC-9929,Disconnect
{X8D6-B1SG07WS-6472ZSNC},01/04/2010 12:06:22,QRM0739,PC-7343,Connect
{G6G1-B4KL94ZO-0684AEVP},01/04/2010 12:10:37,CAS0507,PC-8739,Connect
{B1S5-I3OC24GD-6573FBDO},01/04/2010 12:11:51,QRM0739,PC-7343,Disconnect
{B2Q4-D4FC13VV-6238QJID},01/04/2010 12:12:08,LDG0459,PC-5621,Disconnect
{W1D4-B8MG02DY-8903TTDR},01/04/2010 12:13:21,CAS0507,PC-8739,Disconnect
{D7N2-J4DK54PX-5431QUNL},01/04/2010 12:14:55,QRM0739,PC-7343,Connect
{P6A1-I3EA39LH-7497OBWD},01/04/2010 12:16:09,RSC0089,PC-9929,Connect
{J4O0-B1PY43QK-3792SUIY},01/04/2010 12:17:19,THR0873,PC-4804,Connect
{L6W3-N8XI60TD-5198ZTTL},01/04/2010 12:20:12,JNJ0556,PC-0576,Connect
{E1K9-T9BV16ZV-1802DYDK},01/04/2010 12:24:14,JNJ0556,PC-0576,Disconnect
{Z7V0-V8YE48RM-0401CARF},01/04/2010 12:26:41,JNJ0556,PC-0576,Connect
{X9L9-S5ZZ04CD-4715HRZG},01/04/2010 12:29:12,LBH0942,PC-3640,Connect
{F6A1-O6SW43JL-0503FKDR},01/04/2010 12:30:10,PNL0301,PC-5611,Disconnect
{U9W0-V1WR42OJ-4224LAID},01/04/2010 12:30:36,RSC0089,PC-9929,Disconnect
{G3X1-S7OC40CZ-4957WFMU},01/04/2010 12:40:54,LBH0942,PC-3640,Disconnect
{A1U6-M5UO26WB-5181KOPC},01/04/2010 12:43:03,JNJ0556,PC-0576,Disconnect
{A7X8-V1HC96UT-1480CEKG},01/04/2010 12:44:24,OCS0865,PC-8309,Connect
{N4S9-M8PH78QB-1991YZYU},01/04/2010 12:44:53,AHM0410,PC-3686,Connect
{L6Y7-W2FY36KC-2669BPBJ},01/04/2010 12:45:53,EIS0041,PC-9255,Connect
{L9W6-V6OH70WB-1470MZXZ},01/04/2010 12:46:15,HVF0067,PC-9939,Connect
{M2I0-X9ZL72PY-8607TPQM},01/04/2010 12:48:32,JNJ0556,PC-0576,Connect
{X7E1-J4WL31LA-8316YJAE},01/04/2010 12:48:56,THR0873,PC-4804,Disconnect
{D5A1-Q2PL96PM-3083EGMZ},01/04/2010 12:50:31,HVF0067,PC-9939,Disconnect
{H7K0-D7YY16PE-8673SMJW},01/04/2010 12:55:16,JNJ0556,PC-0576,Disconnect
{A9Q5-C6UW48EA-2637DVYW},01/04/2010 12:56:35,AHM0410,PC-3686,Disconnect
{B3W5-X2GI39PT-8320SRJY},01/04/2010 12:57:13,OCS0865,PC-8309,Disconnect
{Y7J3-J7EM94TL-5511EILG},01/04/2010 12:58:08,OCS0865,PC-8309,Connect
{B5D4-X1PW50AS-3450HLNU},01/04/2010 13:01:07,MOS0047,PC-5820,Connect
{G9C7-I7WF83BJ-4349ROPI},01/04/2010 13:02:38,OCS0865,PC-8309,Disconnect
{I0D2-A1KJ93KU-8575PWQH},01/04/2010 13:04:45,PSF0133,PC-4925,Disconnect
{Q9B3-Q9JK09GH-2944IWQQ},01/04/2010 13:10:20,RSC0089,PC-9929,Connect
{V3C4-P4DK12QK-7390DCTX},01/04/2010 13:11:08,RSC0089,PC-9929,Disconnect
{K0W0-F7NG52OL-0484LISG},01/04/2010 13:11:25,THR0873,PC-4804,Connect
{Z6C1-S9GJ21SR-3172KJIO},01/04/2010 13:14:38,QRM0739,PC-7343,Disconnect
{K5B5-I9NA82NC-3491ZVHS},01/04/2010 13:15:48,DRR0162,PC-5168,Connect
{C7T1-S6LF47IY-2497GCOX},01/04/2010 13:16:17,BJP0134,PC-0898,Connect
{Y2H2-S2SQ99UJ-6447OGQG},01/04/2010 13:26:53,BQS0525,PC-0269,Connect
{O7T9-A3WN36VH-2077AKNO},01/04/2010 13:33:30,THR0873,PC-4804,Disconnect
{M8V6-Y1EW59VI-6065QXWY},01/04/2010 13:34:30,BJP0134,PC-0898,Disconnect
{L1R9-G1GI55QL-7337UTMM},01/04/2010 13:37:55,BQS0525,PC-0269,Disconnect
{N3T3-U0PT37AX-6915DKPN},01/04/2010 13:46:04,RSC0089,PC-9929,Connect
{T5J9-N5DB67GF-8338IVDY},01/04/2010 13:49:51,RSC0089,PC-9929,Disconnect
{N3P9-H4YM21IG-1782ZTHK},01/04/2010 13:51:32,MOS0047,PC-5820,Disconnect
{O0E4-S1IW65GK-0205FFYC},01/04/2010 13:52:06,JNJ0556,PC-0576,Connect
{S5Y8-L4EJ57PH-9467LXYO},01/04/2010 13:53:11,DRR0162,PC-5168,Disconnect
{S3X5-L1SD69JR-5386YAQW},01/04/2010 14:00:31,QRM0739,PC-7343,Connect
{H3I2-L4QJ71XZ-1303NKVR},01/04/2010 14:04:44,QRM0739,PC-7343,Disconnect
{H5R0-S6OK08TB-3418LSER},01/04/2010 14:05:54,BQS0525,PC-0269,Connect
{G9N6-B0HG42GU-0442SBBS},01/04/2010 14:06:23,BQS0525,PC-0269,Disconnect
{K7F3-X2RM90RG-4854KIAH},01/04/2010 14:10:13,THR0873,PC-4804,Connect
{K0Q4-Y5XW06GP-1834XRHE},01/04/2010 14:10:41,RSC0089,PC-9929,Connect
{S1N7-Q5QK78UI-0687VSVV},01/04/2010 14:10:51,PNL0301,PC-5611,Connect
{Q2X7-K6OC42DJ-9108RTRK},01/04/2010 14:11:54,HJS0072,PC-0836,Connect
{M7H8-N1VF34BS-2785ZRLM},01/04/2010 14:15:22,NWT0098,PC-4667,Connect
{E2R3-D0NZ27XI-3351RCFG},01/04/2010 14:16:44,HJS0072,PC-0836,Disconnect
{X8V9-J5LC00EZ-6306QJDY},01/04/2010 14:19:12,THR0873,PC-4804,Disconnect
{M9N0-Q1QR40VU-8869NSVP},01/04/2010 14:20:13,NWT0098,PC-4667,Disconnect
{X8U0-W2NQ92TL-9834EBVR},01/04/2010 14:21:51,LBH0942,PC-3640,Connect
{T3C8-I0YS66TJ-5803XLNB},01/04/2010 14:25:20,NWT0098,PC-4667,Connect
{F6Z5-I2SE71JI-1026PNOF},01/04/2010 14:25:52,MBJ0312,PC-5250,Connect
{V6K4-M2MA13IF-9419DEPM},01/04/2010 14:26:11,PNL0301,PC-5611,Disconnect
{V7L8-N5ZY10MY-0023DRSI},01/04/2010 14:26:55,LBH0942,PC-3640,Disconnect
{P5G0-J8LC04XT-8569AGOV},01/04/2010 14:29:06,RSC0089,PC-9929,Disconnect
{U7D8-L6TX16OD-3446OQKF},01/04/2010 14:29:53,PSF0133,PC-4925,Connect
{C9M3-I0PM70CQ-0115ENND},01/04/2010 14:31:21,CFM0767,PC-4259,Connect
{M1D1-G3PW21ST-3369AKHD},01/04/2010 14:32:58,HVF0067,PC-9939,Connect
{F2N0-H6AG20UC-0854IYIB},01/04/2010 14:34:57,MBJ0312,PC-5250,Disconnect
{H9P2-T7AR25EN-2989TTMR},01/04/2010 14:37:29,JNJ0556,PC-0576,Disconnect
{P9T3-U2JJ72GI-5444XEOK},01/04/2010 14:37:43,EIS0041,PC-9255,Disconnect
{U6X1-F2JB66CI-8023QWLG},01/04/2010 14:40:41,HCM0267,PC-7651,Connect
{A2E5-N0LJ29WL-8053SHEH},01/04/2010 14:41:57,HCM0267,PC-7651,Disconnect
{X1H4-O5EW67NE-9291VKJX},01/04/2010 14:42:37,HVF0067,PC-9939,Disconnect
{S9O7-N3AX24WY-8362IOGF},01/04/2010 14:43:03,HCM0267,PC-7651,Connect
{F9K6-C5IE50AO-4652AAXH},01/04/2010 14:43:06,JNJ0556,PC-0576,Connect
{S6Z0-W3XM25AL-0423PSGJ},01/04/2010 14:44:12,BJP0134,PC-0898,Connect
{S2T5-Z5HK21TC-4361DJAI},01/04/2010 14:45:51,HCM0267,PC-7651,Disconnect
{B4F9-M4TI73KY-8350BXTU},01/04/2010 14:46:02,HCM0267,PC-7651,Connect
{K2E2-M6DF47BK-3758CTKN},01/04/2010 14:50:02,HCM0267,PC-7651,Disconnect
{Y6E3-L3GW40EE-0453HPMX},01/04/2010 14:53:34,MTB0620,PC-9348,Connect
{U7Q1-V5DW40UI-2427VOXB},01/04/2010 14:56:48,HCM0267,PC-7651,Connect
{B0E9-G3OT16NY-4508ZAGI},01/04/2010 14:57:58,NWT0098,PC-4667,Disconnect
{H7A2-M3DI35EH-0212AVGR},01/04/2010 14:58:24,IKR0401,PC-6741,Connect
{X2N6-T9LC18CV-3661COVV},01/04/2010 14:58:25,JNJ0556,PC-0576,Disconnect
{U6C0-G5RE68XH-4909XCXI},01/04/2010 14:59:49,IKR0401,PC-6741,Disconnect
{M6Z6-J1QO36KW-9063TYNI},01/04/2010 15:02:57,IKR0401,PC-6741,Connect
{Y9C2-G2SO57PE-6428ZHWJ},01/04/2010 15:03:53,DRR0162,PC-5168,Connect
{M3J5-S4GF18EM-5688PWCK},01/04/2010 15:05:01,FSC0601,PC-9066,Connect
{C3Z3-L8GW30KD-3634OYYJ},01/04/2010 15:05:04,HCM0267,PC-7651,Disconnect
{L3U7-Z3VV29EN-0814BWLE},01/04/2010 15:05:47,BQS0525,PC-0269,Connect
{W1Z8-F5LF95VC-3722RRJU},01/04/2010 15:06:39,DRR0162,PC-5168,Disconnect
{Q2P7-O5HR92WE-4095KVHO},01/04/2010 15:08:06,XWD0923,PC-1637,Connect
{E6U5-X8OF67TF-5355JVFK},01/04/2010 15:09:56,FSC0601,PC-9066,Disconnect
{C5J8-I1OJ38FY-1668OTKD},01/04/2010 15:10:24,HCM0267,PC-7651,Connect
{C1Z8-K3ID30ZC-5065MMGN},01/04/2010 15:12:05,BQS0525,PC-0269,Disconnect
{B5J2-O2IO34RE-0250PMCZ},01/04/2010 15:12:08,HCM0267,PC-7651,Disconnect
{S9L5-Q9RZ42IH-6254XBFX},01/04/2010 15:13:59,MTB0620,PC-9348,Disconnect
{U8K7-P9MK72OU-8601EMQJ},01/04/2010 15:15:20,LBH0942,PC-3640,Connect
{S3I8-V6EA99BU-6165RVMM},01/04/2010 15:15:29,HCM0267,PC-7651,Connect
{B1F9-E9QV55MS-6301TXQT},01/04/2010 15:16:21,HCM0267,PC-7651,Disconnect
{Z1R7-Q2GE84QC-1846SXHH},01/04/2010 15:16:55,IKR0401,PC-6741,Disconnect
{L5D5-M4EF04DW-4566WXGG},01/04/2010 15:17:07,HCM0267,PC-7651,Connect
{O5D7-U0BU45VL-2743GIEP},01/04/2010 15:18:35,HCM0267,PC-7651,Disconnect
{G6Z3-I6JJ36RX-7881NRRO},01/04/2010 15:19:08,MTB0620,PC-9348,Connect
{D6E3-H8DN99YE-5157EMXD},01/04/2010 15:19:53,HCM0267,PC-7651,Connect
{S7Q4-B8WN32VV-0215RXOR},01/04/2010 15:21:25,HCM0267,PC-7651,Disconnect
{X9T4-B6ND41FT-3645XMID},01/04/2010 15:22:14,QRM0739,PC-7343,Connect
{X4M9-R7QB60FE-8545EYVF},01/04/2010 15:24:18,BJP0134,PC-0898,Disconnect
{U7C2-I8HQ25AX-2893GHXF},01/04/2010 15:24:20,HCM0267,PC-7651,Connect
{R2S5-X7PM90PE-0435GTGI},01/04/2010 15:24:52,HCM0267,PC-7651,Disconnect
{M5J2-E9CR22AO-6482VDYX},01/04/2010 15:25:22,QRM0739,PC-7343,Disconnect
{Q5X0-Z8VP84TJ-0678QEYC},01/04/2010 15:28:01,LBH0942,PC-3640,Disconnect
{L2S1-A8ZQ64AJ-9731SXMO},01/04/2010 15:28:06,PSF0133,PC-4925,Disconnect
{K6T0-S6JW79SW-7115VHGD},01/04/2010 15:28:33,HVF0067,PC-9939,Connect
{J7I4-N4BE83NI-1548IUDO},01/04/2010 15:29:27,MTB0620,PC-9348,Disconnect
{Z8Z5-D4MJ57QE-6558TQPM},01/04/2010 15:31:40,THR0873,PC-4804,Connect
{N3Q9-M6XI21WL-3067OUJB},01/04/2010 15:33:27,BJP0134,PC-0898,Connect
{U6L0-C4YE74ZV-6390HGRA},01/04/2010 15:33:53,MTB0620,PC-9348,Connect
