id,date,user,pc,activity
{T6E4-L0BO60EN-7704KDOH},01/03/2010 12:03:50,LBH0942,PC-3640,Logon
{F5U7-R5TJ43UD-7413AMZK},01/03/2010 12:10:24,SMH0291,PC-3571,Logon
{N4O1-T6CN33NV-5722DUUZ},01/03/2010 13:44:12,BVC0790,PC-0008,Logon
{E3Z9-M3YB10PQ-7531BKWE},01/03/2010 13:51:36,YIC0195,PC-9353,Logon
{P4S5-K7HG31MC-9986VYCF},01/03/2010 13:54:45,AOK0844,PC-4659,Logon
{N6E1-L3BG98NP-0158PKZA},01/03/2010 16:24:00,LBH0942,PC-3640,Logoff
{K5O6-U9AI71FO-5050TLVZ},01/03/2010 16:41:00,JKJ0698,PC-1917,Logoff
{U8N8-V0BC44RT-8226MABK},01/03/2010 16:57:00,BQS0525,PC-0269,Logoff
{X2P4-V5YC72LK-8828FNBZ},01/03/2010 17:54:00,SMH0291,PC-3571,Logoff
{Z8U1-S8VY98HV-6115IAYZ},01/03/2010 18:11:00,RAM0447,PC-2697,Logoff
{K1Q3-Y9PI21EY-9311MDWK},01/03/2010 18:13:00,CTR0341,PC-6184,Logoff
{J0V5-G7UM56CV-6126FXQU},01/03/2010 18:14:00,DAR0885,PC-1312,Logoff
{Z3L1-D0LK18EO-9300CTTL},01/03/2010 18:15:00,YIC0195,PC-9353,Logoff
{D5S9-K3PM09SX-0676UOSG},01/03/2010 18:25:00,BVC0790,PC-0008,Logoff
{D5H7-C0SR11EI-7639KXME},01/03/2010 19:01:00,MDH0686,PC-9901,Logoff
{L4V5-D3MV12SE-9588AUUN},01/03/2010 19:24:00,AOK0844,PC-4659,Logoff
{O1O3-Q1JE53QM-5475EVLK},01/04/2010 00:18:05,MOS0047,PC-5909,Logon
{K7W3-A0GV71WD-3248QRHA},01/04/2010 00:27:00,MOS0047,PC-5909,Logoff
{P6V8-C0BJ48RL-9568JOWW},01/04/2010 02:24:32,EIS0041,PC-5508,Logon
{K8I9-V7CF20KM-4003IZDZ},01/04/2010 02:43:49,MOS0047,PC-3459,Logon
{W7T7-W2PB09MK-6224SGSG},01/04/2010 02:44:11,EIS0041,PC-5508,Logoff
{H9S4-P8NN87TQ-1245XEDQ},01/04/2010 02:55:40,MOS0047,PC-3459,Logoff
{I6G3-W7XZ55NQ-5945RGCF},01/04/2010 04:40:56,EIS0041,PC-9822,Logon
{W2G2-S3OM42BY-7774DJXN},01/04/2010 04:49:09,EIS0041,PC-9822,Logoff
{B5D6-V7HH94HI-9237PNYI},01/04/2010 04:53:59,EIS0041,PC-9706,Logon
{B5R9-R3NF09OU-2180CDPI},01/04/2010 04:57:01,EIS0041,PC-9706,Logoff
{S3Q4-F4JV16HZ-9185SUYR},01/04/2010 06:25:02,EIS0041,PC-6776,Logon
{U7P7-J4BV99DQ-7559QYDS},01/04/2010 06:28:21,JCC0225,PC-6688,Logon
{D9C5-A5CA57CW-0214LXYC},01/04/2010 06:42:18,EIS0041,PC-6776,Logoff
{O2C7-Z7EJ74ZG-6554ISXU},01/04/2010 06:45:00,KBP0008,PC-3851,Logon
{A9M1-Y4PI89YU-5165ILOV},01/04/2010 06:46:24,JCC0225,PC-6688,Logoff
{F7V8-Y9US31WK-3956NUNI},01/04/2010 07:00:00,MMG0943,PC-2370,Logon
{S7G3-J1ZN76CR-5965ZDXW},01/04/2010 07:00:00,NMB0972,PC-8330,Logon
{Y9S0-Z5PT62ER-3275IGRQ},01/04/2010 07:01:00,CSJ0340,PC-1518,Logon
{P4M9-C5LT94XQ-2651KQEI},01/04/2010 07:01:00,WBC0192,PC-6349,Logon
{Y7X9-M4RK47RK-9857AABG},01/04/2010 07:02:00,KSP0966,PC-6985,Logon
{N6M2-X7BA09ZW-6226ZGDT},01/04/2010 07:03:00,DRR0162,PC-5168,Logon
{R5X8-S9RX85DA-9056EQMP},01/04/2010 07:04:00,TVS0050,PC-2174,Logon
{C8W9-Z4PN77DX-8236EEWA},01/04/2010 07:05:00,HCC0344,PC-2768,Logon
{J6P8-M0RN31JR-1835CIUB},01/04/2010 07:07:00,FXF0957,PC-4176,Logon
{O8P2-R0YU78TH-6901UBEF},01/04/2010 07:07:00,NWT0098,PC-4667,Logon
{A8Q6-R2OM85FO-7769GVSS},01/04/2010 07:08:00,AKK0329,PC-2072,Logon
{L2T1-F9GH28MM-0761CWOC},01/04/2010 07:08:00,CSL0949,PC-6544,Logon
{X4T9-R8ID98VV-5240ZHJM},01/04/2010 07:08:00,GNS0178,PC-6846,Logon
{P0Z0-C3GN32TC-0220JCXQ},01/04/2010 07:08:00,MKS0204,PC-5102,Logon
{J6F4-Z8FQ73KR-7531TQQB},01/04/2010 07:08:00,ONL0276,PC-2891,Logon
{F3J6-J8DY53UU-0650NKQM},01/04/2010 07:09:00,CTR0341,PC-6184,Logon
{J8Y6-Z9CZ17VJ-8554VFFQ},01/04/2010 07:10:00,DVW0103,PC-7174,Logon
{P9G2-E8BA67FS-0704VAPV},01/04/2010 07:10:00,KKS0119,PC-0322,Logon
{T5R9-H5RB55JF-7289LDVL},01/04/2010 07:10:00,NCH0179,PC-3695,Logon
{W7A4-K2EC76DI-1608OXOL},01/04/2010 07:10:00,SHR0334,PC-2924,Logon
{C2Z9-S6ZN26FR-7334RUIV},01/04/2010 07:10:31,TVS0050,PC-4124,Logon
{K2C7-B2SR78CB-4190DTGV},01/04/2010 07:12:00,ZJS0269,PC-7019,Logon
{F4M7-A4RP42AF-8610SLWY},01/04/2010 07:13:00,DOL0332,PC-1109,Logon
{L8R4-R4LM17WS-9209ZTFQ},01/04/2010 07:13:00,WRM0963,PC-5082,Logon
{J8Z2-E5QZ17TX-2806NHGJ},01/04/2010 07:15:00,CXC0336,PC-5502,Logon
{C2J8-Q2IB13LM-8239UPDH},01/04/2010 07:15:00,KRL0062,PC-5595,Logon
{O6G6-K3RQ33CC-1339PIZI},01/04/2010 07:15:00,SJF0094,PC-3559,Logon
{Y3I2-K9QZ16QE-5280FMOA},01/04/2010 07:15:13,TVS0050,PC-4124,Logoff
{A1K0-V5FD88RC-9044INNI},01/04/2010 07:18:00,JCC0225,PC-6711,Logon
{V4T2-R3ZL24YT-8783JDLZ},01/04/2010 07:18:00,LBH0942,PC-3640,Logon
{V3A7-C0FT01JH-9663PUMV},01/04/2010 07:24:00,BTW0005,PC-2915,Logon
{D6K3-U3NQ96PB-0166DUIG},01/04/2010 07:25:00,EIS0041,PC-9255,Logon
{X4J3-N4DT54TB-9566FOZT},01/04/2010 07:25:00,HCM0267,PC-7651,Logon
{L9W3-C9GV76GD-3224HXGO},01/04/2010 07:26:00,FAW0032,PC-5866,Logon
{A8B1-M0HO75QM-1674DLFC},01/04/2010 07:26:00,KNB0022,PC-9873,Logon
{B2Z2-T1FV72XL-6688DIOP},01/04/2010 07:28:00,MOS0047,PC-5820,Logon
{O9Q4-H9JH07BH-6041FFYZ},01/04/2010 07:31:00,MIL0255,PC-1107,Logon
{T7J9-F0ZJ34FQ-5283HBGA},01/04/2010 07:32:00,ABH0663,PC-4556,Logon
{I3V5-F2AA48RG-4597EVFG},01/04/2010 07:32:00,BBG0325,PC-6609,Logon
{A5I1-Q3RS18SG-9605OSJE},01/04/2010 07:32:00,NBH0256,PC-5852,Logon
{I2G5-M0GP46RF-7694GARX},01/04/2010 07:32:00,PES0085,PC-3605,Logon
{B7B9-Q3WV61CA-7089IXDT},01/04/2010 07:32:00,WBC0315,PC-0215,Logon
{G7Z4-J3SX59SD-0417XUYW},01/04/2010 07:33:00,HDD0789,PC-4518,Logon
{D7S3-Z0XN88VM-3034IESH},01/04/2010 07:33:00,KCS0173,PC-5117,Logon
{T3D8-O1ME76GM-8275IQVK},01/04/2010 07:33:00,RJB0088,PC-3424,Logon
{W3W4-Y3CN56LS-1365EEZM},01/04/2010 07:33:00,YCE0983,PC-3764,Logon
{O4C9-K0WN25JN-1066TEDN},01/04/2010 07:34:00,AIP0982,PC-3733,Logon
{V6C6-D7RB10OE-2157XKLV},01/04/2010 07:34:00,SDO0170,PC-0183,Logon
{T0A8-O9TA26YQ-0137NLGY},01/04/2010 07:35:00,DPS0262,PC-8916,Logon
{B5W0-T0SQ24DH-5707ZGZR},01/04/2010 07:35:00,RTO0313,PC-3311,Logon
{M3J0-L8IX94BT-7081XMBO},01/04/2010 07:35:00,UFK0208,PC-3343,Logon
{R9N7-H8NJ38AC-9091BHOJ},01/04/2010 07:36:00,CCM0855,PC-5382,Logon
{W4Y5-B8FJ22EE-8028IOSA},01/04/2010 07:38:00,AAL0706,PC-5282,Logon
{N2Y0-Q4CD51IP-3599UKGC},01/04/2010 07:38:00,PEV0323,PC-7236,Logon
{K8L8-S3VM65OD-0495BFER},01/04/2010 07:40:00,LHL0309,PC-5289,Logon
{S8V4-N2RM67WH-3047JXUQ},01/04/2010 07:40:00,OCS0865,PC-8309,Logon
{Q4Q3-B4DC28RX-2789KPMD},01/04/2010 07:41:00,ASS0206,PC-5276,Logon
{L8E9-Y2ON98UK-8935ULNT},01/04/2010 07:41:00,PLH0862,PC-9669,Logon
{D3C1-Y5DI71NH-5004ADFV},01/04/2010 07:42:00,MIM0712,PC-1526,Logon
{V2F3-O0TD53QN-9551ATJJ},01/04/2010 07:43:00,AMR0318,PC-6239,Logon
{P8V9-T8MV96JQ-5283JMUC},01/04/2010 07:43:00,ARL0034,PC-9080,Logon
{T1Q9-R9LT63LL-8355KIPM},01/04/2010 07:43:00,DIC0988,PC-5454,Logon
{N9C8-H4KN75TV-8425IJXF},01/04/2010 07:43:00,GRM0868,PC-8443,Logon
{P7L6-G3GQ36XX-7632CCYB},01/04/2010 07:44:00,AKW0167,PC-7109,Logon
{T3H7-G2IO89YS-1730UYYZ},01/04/2010 07:44:00,BDV0168,PC-2464,Logon
{J6V5-Q4VG13LP-8831PDGG},01/04/2010 07:44:00,THR0873,PC-4804,Logon
{L1E7-X3QD46FF-2665BQTI},01/04/2010 07:45:00,CQH0701,PC-8164,Logon
{S8S3-Y6FE43TO-7592FJWF},01/04/2010 07:45:00,IKR0401,PC-6741,Logon
{N4E3-Q2CW77KA-5899SAPK},01/04/2010 07:45:00,JAD0609,PC-7879,Logon
{Q5S6-E7VE73CF-0472DTGJ},01/04/2010 07:45:00,MBJ0312,PC-5250,Logon
{Q7E6-N1GU28OX-6734LZXN},01/04/2010 07:45:00,RSC0089,PC-9929,Logon
{C2J1-M6VK73XC-8196OBCX},01/04/2010 07:45:00,ZSK0258,PC-0461,Logon
{K2J0-H1PF69CO-4335LPIZ},01/04/2010 07:46:00,AAS0442,PC-1039,Logon
{K8E0-P4OR74LW-2916WYQO},01/04/2010 07:46:00,CRP0456,PC-4328,Logon
{R1I8-C1DG61ZB-4015PIYI},01/04/2010 07:46:00,HIW0536,PC-5425,Logon
{V3W1-T8TP96ZB-6678PCFQ},01/04/2010 07:46:00,MHG0244,PC-9988,Logon
{L9B8-X7HR37YZ-5042DNLK},01/04/2010 07:47:00,CKD0680,PC-6282,Logon
{Z5U9-P1YP00WL-3195RKRY},01/04/2010 07:47:00,FSC0601,PC-9066,Logon
{K0S8-U6QU21ES-9408BAEB},01/04/2010 07:47:00,GJT0386,PC-5368,Logon
{D8R9-D4AW12XY-1476FESN},01/04/2010 07:47:00,JKJ0698,PC-1917,Logon
{L1G7-S5JZ89MK-1468PSYT},01/04/2010 07:48:00,CCC0393,PC-8610,Logon
{G9G8-E7ZB63DC-4182ZTQO},01/04/2010 07:48:00,CRD0624,PC-0441,Logon
{T8I7-S0GE24WX-2230YWCU},01/04/2010 07:48:00,EBC0390,PC-8830,Logon
{P5D3-M6EE79NU-0642GXUR},01/04/2010 07:48:00,QRM0739,PC-7343,Logon
{G6Z5-Y2DS34DU-1092FVYZ},01/04/2010 07:49:00,MTB0620,PC-9348,Logon
{Y2Q2-T0LL36QT-0211EMKI},01/04/2010 07:49:00,OKB0439,PC-3465,Logon
{Y4C5-E8TI82GO-1949BRGI},01/04/2010 07:50:00,CCM0467,PC-9850,Logon
{L4T3-C0LV42KK-1148LHNY},01/04/2010 07:50:00,HJS0072,PC-0836,Logon
{T8G2-W8YT28DI-5490CQAW},01/04/2010 07:50:00,LLV0602,PC-5562,Logon
{N5J2-L7IJ75NT-6019VBCA},01/04/2010 07:50:00,WVB0539,PC-7243,Logon
{I6W6-D9ZY80QU-5374BEOQ},01/04/2010 07:51:00,HVF0067,PC-9939,Logon
{S1T8-K2TY03GR-6914MFWW},01/04/2010 07:51:00,MLD0755,PC-6233,Logon
{B9C9-Y1VS04IP-0397TYVP},01/04/2010 07:51:00,SSG0250,PC-6809,Logon
{F9A8-J2QW58VW-1102WTKD},01/04/2010 07:51:00,THD0448,PC-9979,Logon
{W8H1-J9EF86RL-2155OIRG},01/04/2010 07:52:00,AHM0410,PC-3686,Logon
{P6K3-F9WE19PG-5550UYEC},01/04/2010 07:52:00,JPW0741,PC-5762,Logon
{O5X4-W5XH12QE-2859PHTB},01/04/2010 07:52:00,OJK0233,PC-0603,Logon
{W1S3-A8GF07VK-8966IQYM},01/04/2010 07:52:00,ONW0083,PC-1980,Logon
{O3W0-C6DW87RW-8507OJBX},01/04/2010 07:53:00,AIH0675,PC-6009,Logon
{A2J5-U1YA09KI-0539TLNU},01/04/2010 07:53:00,PGO0433,PC-7770,Logon
{J9D6-C6LP62VM-2903ZRTZ},01/04/2010 07:54:00,DMM0623,PC-5383,Logon
{P5Z9-E8LK74TT-2075UESU},01/04/2010 07:54:00,TET0621,PC-5252,Logon
{D1U8-I6WA58GC-7183EVKE},01/04/2010 07:56:00,NCO0666,PC-6519,Logon
{J8N1-Q7RW62QK-1380GAFH},01/04/2010 07:57:00,BXJ0010,PC-2231,Logon
{W0O6-A0GE49DP-0485JPJF},01/04/2010 07:57:00,DSB0731,PC-9254,Logon
{H0Z4-L4XS81BF-6803CSET},01/04/2010 07:57:00,ZFM0468,PC-6478,Logon
{T3Z6-F4GJ55SB-2255HLLN},01/04/2010 07:58:00,DGF0443,PC-1514,Logon
{G8Z4-Y6TO08HP-8436XRVV},01/04/2010 07:58:00,LDG0459,PC-5621,Logon
{C9Q1-D8UO34KB-2424GNAX},01/04/2010 07:58:12,JAD0609,PC-4124,Logon
{X6E9-N8MI94CE-7048DMLY},01/04/2010 07:59:00,KES0729,PC-0795,Logon
{S2D9-E0LR72ZQ-2509NCXF},01/04/2010 07:59:00,KNG0672,PC-4405,Logon
{Z6X5-F8FM45MV-2249IRDA},01/04/2010 07:59:00,NBC0412,PC-7207,Logon
{H4C0-J0NM32EV-9342IQJL},01/04/2010 07:59:00,RVC0232,PC-4469,Logon
{B2O2-P2WP74TW-9274CESJ},01/04/2010 07:59:34,JAD0609,PC-4124,Logoff
{F0L8-N2TX44BY-3510HFSI},01/04/2010 08:00:00,CSH0626,PC-6016,Logon
{K9K9-S3GW33DU-5901EPLD},01/04/2010 08:00:00,GCC0744,PC-3935,Logon
{L3J3-S5FM04YQ-1605EJZT},01/04/2010 08:00:00,MIC0726,PC-9791,Logon
{P9W7-X0UU98IN-1000BZOW},01/04/2010 08:01:00,KPR0497,PC-2511,Logon
{T6G0-P1JF10QQ-3641DQPA},01/04/2010 08:01:00,YIC0195,PC-9353,Logon
{Q2R6-P1IC65XG-2642SJLJ},01/04/2010 08:03:00,NAB0801,PC-6288,Logon
{T0B1-C4GA23UE-9111FMUZ},01/04/2010 08:04:00,LPC0492,PC-6156,Logon
{O9S3-P1KH99HB-5806METY},01/04/2010 08:05:00,RRC0553,PC-6672,Logon
{G7D2-G1KA55PK-0906NNWY},01/04/2010 08:06:00,RAM0447,PC-2697,Logon
{P6V9-G3CN56SG-9452FLMY},01/04/2010 08:07:00,BEC0505,PC-3375,Logon
{H5F7-L2YW71MQ-2777LOXM},01/04/2010 08:07:00,DGN0480,PC-9489,Logon
{W3J8-B0PC67BS-9869FACU},01/04/2010 08:09:00,LQC0479,PC-6380,Logon
{Q8A8-G3UV00XW-6844PSOW},01/04/2010 08:10:00,IMB0481,PC-8761,Logon
{I4E2-J0IF69VY-8583MUQU},01/04/2010 08:11:00,OCB0805,PC-1841,Logon
{M6R1-I2ZZ58MP-6927NCZJ},01/04/2010 08:11:00,SAT0194,PC-8148,Logon
{A8R5-M0TX24JU-7943HGBA},01/04/2010 08:12:00,CBG0490,PC-3005,Logon
{J5R9-W7IQ92QI-1738TFRY},01/04/2010 08:12:00,WDD0366,PC-0155,Logon
{W4M8-B1QB16AG-8665KWYZ},01/04/2010 08:12:41,JCC0225,PC-9661,Logon
{B6P0-D0FF68VQ-5800ZIKF},01/04/2010 08:13:00,CWR0502,PC-3737,Logon
{Z3Z5-U3YL10MC-7572IFEA},01/04/2010 08:15:00,HKF0831,PC-6215,Logon
{P1Z4-F7EX69RL-8890KWDA},01/04/2010 08:15:00,LDM0587,PC-5012,Logon
{W8J2-W2BZ80SP-8812IVFD},01/04/2010 08:16:00,CFM0767,PC-4259,Logon
{P4T2-Q8BI75PZ-7850KOJS},01/04/2010 08:16:00,QSV0778,PC-5952,Logon
{Z0Z0-U5XZ50SD-1718ISBR},01/04/2010 08:20:00,XWD0923,PC-1637,Logon
{O7X3-F1IS36XT-4830BAJL},01/04/2010 08:20:14,JCC0225,PC-9661,Logoff
{S9I1-S7GR64NM-2938OOZN},01/04/2010 08:21:00,ALC0788,PC-1887,Logon
{B2D9-Y5TY11VT-8417PFFJ},01/04/2010 08:21:00,EHD0584,PC-8669,Logon
{S6J5-Z5VL81RK-2409VIMI},01/04/2010 08:21:00,SOF0808,PC-6266,Logon
{A5F8-O6SN77MX-9487LQHA},01/04/2010 08:21:00,WJD0576,PC-1532,Logon
{Q5R7-O7JL73QV-4587ZJSA},01/04/2010 08:22:00,NAH0503,PC-8267,Logon
{Z7E0-O8KU20VQ-4334SZBH},01/04/2010 08:23:00,AJC0840,PC-9184,Logon
{U2O5-N7XR99SI-2034FAXH},01/04/2010 08:23:00,FIR0920,PC-5046,Logon
{Z6O2-H9NS15IP-7663MXFJ},01/04/2010 08:23:00,TCD0009,PC-6263,Logon
{M5R7-Q8JO35GK-7549TABG},01/04/2010 08:23:00,WDV0573,PC-4983,Logon
{Q0K1-Y9LJ53OQ-5338OZGI},01/04/2010 08:24:00,NKH0807,PC-3000,Logon
{O6T1-L2JW93TH-3556BOWT},01/04/2010 08:25:00,LHN0151,PC-6305,Logon
{K7I2-N2AL86PY-3392XIZB},01/04/2010 08:26:00,BBH0810,PC-3014,Logon
{F9Y0-D6NA44MP-3276BMZI},01/04/2010 08:26:00,ZCF0590,PC-4486,Logon
{E4O9-A1LW15UQ-0492GRMX},01/04/2010 08:27:00,TYB0779,PC-5258,Logon
{T1M7-G0VB34VN-3471FGNG},01/04/2010 08:28:00,MDH0580,PC-4579,Logon
{J8N8-H7BE90VX-6036QZMJ},01/04/2010 08:28:00,VMJ0147,PC-3873,Logon
{I1O6-O2YD89LX-5313KSNF},01/04/2010 08:29:00,BJH0811,PC-0969,Logon
{J0B2-V9DL56VA-8169FREM},01/04/2010 08:29:00,NMG0766,PC-6258,Logon
{D6J5-S0DQ27PN-6212BIKZ},01/04/2010 08:30:00,PAD0773,PC-3959,Logon
{H3G0-P3DD96XJ-1512PBTA},01/04/2010 08:30:00,RAW0915,PC-2113,Logon
{L4X3-E1WM96YD-5891ISQN},01/04/2010 08:30:00,SOB0586,PC-6477,Logon
{O4Q3-V7EX20SK-7155KBQA},01/04/2010 08:30:00,TSM0927,PC-7733,Logon
{O1T9-Z6NF94PS-5716YBVS},01/04/2010 08:31:00,AOK0844,PC-4659,Logon
{N1O9-E6BE25JO-0229LXIE},01/04/2010 08:41:48,KPR0497,PC-4124,Logon
{P0F5-W1UU49EU-1362BQNF},01/04/2010 08:45:00,ASS0517,PC-2271,Logon
{B2Y6-H2AD28GW-8784VMKT},01/04/2010 08:48:00,IUB0565,PC-5775,Logon
{F0P2-W6DB78SQ-8073AZPY},01/04/2010 08:48:00,PSF0133,PC-4925,Logon
{H4G1-M4CX38PU-1973PTVA},01/04/2010 08:49:00,DOP0562,PC-2896,Logon
{S5U4-U6ZE67XE-0951ZPMZ},01/04/2010 08:50:00,PNL0301,PC-5611,Logon
{R4C4-S1AI43YV-9877DBNB},01/04/2010 08:51:00,ICH0294,PC-8526,Logon
{R1Z9-Z8FI72EW-0114RPYI},01/04/2010 08:52:00,SMH0291,PC-3571,Logon
{F3T6-Y0QJ10PI-8301RYDE},01/04/2010 08:54:00,CCH0685,PC-7039,Logon
{Y2S9-H5IY24EW-8700IHEW},01/04/2010 08:54:00,CLS0296,PC-7973,Logon
{S1L6-C7CQ67YU-2493OPBR},01/04/2010 08:54:00,QJR0688,PC-4835,Logon
{T8S5-Q1CT17TF-7102FYWU},01/04/2010 08:55:00,BJP0134,PC-0898,Logon
{Y8E1-J2AS19RV-6681KUZB},01/04/2010 08:56:00,JNJ0556,PC-0576,Logon
{I1P8-N4QY01RE-0953LIBX},01/04/2010 08:57:00,MJM0510,PC-6612,Logon
{O3A6-W3EP18US-2453DVCY},01/04/2010 08:57:00,PIS0522,PC-5648,Logon
{I8U6-M9FL70UP-3482GTNN},01/04/2010 08:58:00,CAS0507,PC-8739,Logon
{Z0L9-M1ZB41GB-6453PUBA},01/04/2010 08:58:00,JMD0520,PC-1243,Logon
{P9E8-M3QN28FX-1836HWAV},01/04/2010 08:59:00,RRP0568,PC-3735,Logon
{L4N8-T1XH74HV-1531WMPQ},01/04/2010 08:59:00,SCB0534,PC-5764,Logon
{D5Q3-Z5AP90SF-2459HGEX},01/04/2010 09:00:00,APG0307,PC-6381,Logon
{S3T3-U7GG28PM-3325TCWP},01/04/2010 09:00:00,IAR0694,PC-2804,Logon
{X3R2-X9FP88WP-4267MMDT},01/04/2010 09:01:00,BQS0525,PC-0269,Logon
{R1D5-Y8KO68FQ-9809XROH},01/04/2010 09:01:00,KJG0910,PC-7082,Logon
{V3T6-N9LE04DO-9633NOMR},01/04/2010 09:03:00,MDH0686,PC-9901,Logon
{K5O2-G5IY36NU-2130UNCA},01/04/2010 09:03:00,WKD0013,PC-1837,Logon
{Q1I4-V9XC26ZW-1140MNVS},01/04/2010 09:04:00,BCM0653,PC-5717,Logon
{Y3W1-C8XZ65RR-7145BUSA},01/04/2010 09:04:00,HTF0641,PC-7965,Logon
{M2A4-N6LY13BE-2305FCNR},01/04/2010 09:06:00,GQF0659,PC-1307,Logon
{P5O7-T0IZ82VQ-3782VJEN},01/04/2010 09:07:08,KPR0497,PC-4124,Logoff
{X1H5-O0YA05HD-6375JIXG},01/04/2010 09:08:00,HCL0113,PC-6779,Logon
{C9M5-Q1RE90DR-8909PMBE},01/04/2010 09:08:00,XHG0902,PC-2813,Logon
{M1E0-J0JG70XK-8032DVXP},01/04/2010 09:09:00,BLB0114,PC-5391,Logon
{R1X7-J5JF33ZR-3987QQYS},01/04/2010 09:11:00,ARB0881,PC-0839,Logon
{E4S6-T3AH85EG-2887QDWB},01/04/2010 09:11:00,EZT0640,PC-1069,Logon
{F3N8-V3HQ33EY-6974VVST},01/04/2010 09:11:00,HAC0282,PC-2674,Logon
{I0Y5-N5CK77SD-6707KSIR},01/04/2010 09:11:00,HCL0651,PC-8314,Logon
{T7K0-A9ZW06LM-0400BYCT},01/04/2010 09:11:00,LUR0896,PC-9067,Logon
{G7K2-D1PP06VX-4817MFHG},01/04/2010 09:14:00,BAM0636,PC-8138,Logon
{P2S9-Y6YL85SZ-7681GIQK},01/04/2010 09:14:00,IUY0279,PC-9140,Logon
{Z0F7-G6JK13VJ-3834RVRN},01/04/2010 09:14:00,SSR0278,PC-5083,Logon
{U4Q8-R7GO46BF-1575NZJE},01/04/2010 09:14:00,TLH0648,PC-1005,Logon
{K8B2-Y3AT40DP-9298FOSQ},01/04/2010 09:15:00,BAJ0654,PC-9268,Logon
{C3R5-L0IA61DB-7447IPIW},01/04/2010 09:15:00,CQW0652,PC-3449,Logon
{Z9M2-P8IS20DQ-2652EMGF},01/04/2010 09:15:00,DAR0885,PC-1312,Logon
